loja,data,preco_combustivel,IPC,taxa_desemprego,evento
2,2010-03-26,2.7319999999999998,210.6766095,8.324,False
2,2010-04-02,2.719,210.4798874,8.2,False
2,2010-04-09,2.77,210.2831653,8.2,False
2,2010-04-16,2.8080000000000003,210.1495463,8.2,False
2,2010-04-23,2.795,210.1000648,8.2,False
2,2010-04-30,2.78,210.0505833,8.2,False
2,2010-05-07,2.835,210.00110180000001,8.2,False
2,2010-05-14,2.8539999999999996,209.9984585,8.2,False
2,2010-05-21,2.826,210.2768443,8.2,False
2,2010-05-28,2.759,210.5552301,8.2,False
2,2010-06-04,2.705,210.833616,8.2,False
2,2010-06-11,2.668,211.1120018,8.2,False
2,2010-06-18,2.637,211.10965430000002,8.2,False
2,2010-06-25,2.653,210.9950134,8.2,False
2,2010-07-02,2.6689999999999996,210.8803726,8.099,False
2,2010-07-09,2.642,210.76573169999998,8.099,False
2,2010-07-16,2.623,210.7577954,8.099,False
2,2010-07-23,2.608,210.8921319,8.099,False
2,2010-07-30,2.64,211.0264684,8.099,False
2,2010-08-06,2.627,211.16080490000002,8.099,False
2,2010-08-13,2.6919999999999997,211.2951413,8.099,False
2,2010-08-20,2.6639999999999997,211.25965860000002,8.099,False
2,2010-08-27,2.6189999999999998,211.2241759,8.099,False
2,2010-09-03,2.577,211.1886931,8.099,False
2,2010-09-10,2.565,211.15321040000003,8.099,True
2,2010-09-17,2.582,211.1806415,8.099,False
2,2010-09-24,2.6239999999999997,211.2552578,8.099,False
2,2010-10-01,2.603,211.3298742,8.163,False
2,2010-10-08,2.633,211.4044906,8.163,False
2,2010-10-15,2.72,211.4713286,8.163,False
2,2010-10-22,2.725,211.5187208,8.163,False
2,2010-10-29,2.716,211.5661131,8.163,False
2,2010-11-05,2.6889999999999996,211.61350530000004,8.163,False
2,2010-11-12,2.728,211.6608975,8.163,False
2,2010-11-19,2.7710000000000004,211.5470304,8.163,False
2,2010-11-26,2.735,211.4062867,8.163,True
2,2010-12-03,2.708,211.265543,8.163,False
2,2010-12-10,2.843,211.12479930000003,8.163,False
2,2010-12-17,2.8689999999999998,211.06454580000002,8.163,False
2,2010-12-24,2.886,211.06465989999998,8.163,False
2,2010-12-31,2.943,211.06477400000003,8.163,True
2,2011-01-07,2.9760000000000004,211.06488810000002,8.027999999999999,False
2,2011-01-14,2.983,211.1176713,8.027999999999999,False
2,2011-01-21,3.016,211.48646910000002,8.027999999999999,False
2,2011-01-28,3.01,211.8552668,8.027999999999999,False
2,2011-02-04,2.989,212.22406459999996,8.027999999999999,False
2,2011-02-11,3.022,212.59286239999997,8.027999999999999,True
2,2011-02-18,3.045,212.90331150000003,8.027999999999999,False
2,2011-02-25,3.065,213.190421,8.027999999999999,False
2,2011-03-04,3.2880000000000003,213.47753050000003,8.027999999999999,False
2,2011-03-11,3.4589999999999996,213.7646401,8.027999999999999,False
2,2011-03-18,3.488,214.0156238,8.027999999999999,False
2,2011-03-25,3.4730000000000003,214.25215730000002,8.027999999999999,False
2,2011-04-01,3.5239999999999996,214.48869080000003,7.931,False
2,2011-04-08,3.622,214.7252242,7.931,False
2,2011-04-15,3.7430000000000003,214.9420631,7.931,False
2,2011-04-22,3.807,215.10966569999997,7.931,False
2,2011-04-29,3.81,215.27726830000003,7.931,False
2,2011-05-06,3.906,215.44487090000004,7.931,False
2,2011-05-13,3.8989999999999996,215.6124735,7.931,False
2,2011-05-20,3.907,215.38347779999998,7.931,False
2,2011-05-27,3.786,215.15448219999996,7.931,False
2,2011-06-03,3.699,214.92548650000003,7.931,False
2,2011-06-10,3.648,214.69649080000002,7.931,False
2,2011-06-17,3.637,214.6513538,7.931,False
2,2011-06-24,3.594,214.7441108,7.931,False
2,2011-07-01,3.5239999999999996,214.83686780000002,7.852,False
2,2011-07-08,3.48,214.9296249,7.852,False
2,2011-07-15,3.575,215.0134426,7.852,False
2,2011-07-22,3.6510000000000002,215.0749122,7.852,False
2,2011-07-29,3.682,215.1363819,7.852,False
2,2011-08-05,3.6839999999999997,215.1978515,7.852,False
2,2011-08-12,3.638,215.25932110000002,7.852,False
2,2011-08-19,3.554,215.3229307,7.852,False
2,2011-08-26,3.523,215.38689700000003,7.852,False
2,2011-09-02,3.533,215.4508632,7.852,False
2,2011-09-09,3.5460000000000003,215.5148295,7.852,True
2,2011-09-16,3.5260000000000002,215.6944378,7.852,False
2,2011-09-23,3.467,216.02823560000002,7.852,False
2,2011-09-30,3.355,216.3620333,7.852,False
2,2011-10-07,3.285,216.69583109999996,7.441,False
2,2011-10-14,3.2739999999999996,217.0048261,7.441,False
2,2011-10-21,3.353,217.1650042,7.441,False
2,2011-10-28,3.372,217.3251824,7.441,False
2,2011-11-04,3.332,217.48536049999998,7.441,False
2,2011-11-11,3.2969999999999997,217.6455387,7.441,False
2,2011-11-18,3.3080000000000003,217.86702180000003,7.441,False
2,2011-11-25,3.236,218.1130269,7.441,True
2,2011-12-02,3.1719999999999997,218.35903190000002,7.441,False
2,2011-12-09,3.158,218.605037,7.441,False
2,2011-12-16,3.159,218.82179280000003,7.441,False
2,2011-12-23,3.112,218.9995495,7.441,False
2,2011-12-30,3.1289999999999996,219.1773063,7.441,True
2,2012-01-06,3.157,219.355063,7.057,False
2,2012-01-13,3.261,219.53281980000003,7.057,False
2,2012-01-20,3.2680000000000002,219.6258417,7.057,False
2,2012-01-27,3.29,219.7188636,7.057,False
2,2012-02-03,3.36,219.81188540000002,7.057,False
2,2012-02-10,3.409,219.90490730000002,7.057,True
2,2012-02-17,3.51,220.06519930000002,7.057,False
2,2012-02-24,3.555,220.27594399999998,7.057,False
2,2012-03-02,3.63,220.4866886,7.057,False
2,2012-03-09,3.6689999999999996,220.6974332,7.057,False
2,2012-03-16,3.734,220.84984680000002,7.057,False
2,2012-03-23,3.787,220.9244858,7.057,False
2,2012-03-30,3.845,220.9991248,7.057,False
2,2012-04-06,3.891,221.07376380000002,6.891,False
2,2012-04-13,3.891,221.14840279999999,6.891,False
2,2012-04-20,3.877,221.2021074,6.891,False
2,2012-04-27,3.8139999999999996,221.25581200000002,6.891,False
2,2012-05-04,3.7489999999999997,221.30951659999997,6.891,False
2,2012-05-11,3.688,221.36322119999997,6.891,False
2,2012-05-18,3.63,221.380331,6.891,False
2,2012-05-25,3.5610000000000004,221.3828029,6.891,False
2,2012-06-01,3.5010000000000003,221.38527480000002,6.891,False
2,2012-06-08,3.452,221.38774669999998,6.891,False
2,2012-06-15,3.3930000000000002,221.4009901,6.891,False
2,2012-06-22,3.346,221.4411622,6.891,False
2,2012-06-29,3.286,221.48133430000004,6.891,False
2,2012-07-06,3.227,221.52150640000002,6.565,False
2,2012-07-13,3.2560000000000002,221.5616784,6.565,False
2,2012-07-20,3.3110000000000004,221.5701123,6.565,False
2,2012-07-27,3.407,221.5785461,6.565,False
2,2012-08-03,3.417,221.58697990000002,6.565,False
2,2012-08-10,3.4939999999999998,221.59541380000002,6.565,False
2,2012-08-17,3.571,221.67514590000002,6.565,False
2,2012-08-24,3.62,221.80835180000003,6.565,False
2,2012-08-31,3.638,221.94155759999998,6.565,False
2,2012-09-07,3.73,222.0747635,6.565,True
2,2012-09-14,3.717,222.2174395,6.565,False
2,2012-09-21,3.721,222.41693619999998,6.565,False
2,2012-09-28,3.6660000000000004,222.61643289999998,6.565,False
2,2012-10-05,3.617,222.8159296,6.17,False
2,2012-10-12,3.6010000000000004,223.01542630000003,6.17,False
2,2012-10-19,3.594,223.0598077,6.17,False
2,2012-10-26,3.5060000000000002,223.0783366,6.17,False
2,2012-11-02,3.386,223.09686549999998,6.17,False
2,2012-11-09,3.3139999999999996,223.1153944,6.17,False
2,2012-11-16,3.252,223.1469028,6.17,False
2,2012-11-23,3.2110000000000003,223.19571729999998,6.17,True
2,2012-11-30,3.207,223.2445318,6.17,False
2,2012-12-07,3.198,223.2933463,6.17,False
2,2012-12-14,3.168,223.3523969,6.17,False
2,2012-12-21,3.0980000000000003,223.4728642,6.17,False
2,2012-12-28,3.108,223.5933316,6.17,True
2,2013-01-04,3.161,223.7137989,6.237,False
2,2013-01-11,3.2430000000000003,223.83426630000002,6.237,False
2,2013-01-18,3.237,223.86882000000003,6.237,False
2,2013-01-25,3.227,223.86900830000002,6.237,False
2,2013-02-01,3.2439999999999998,223.8691966,6.237,False
2,2013-02-08,3.417,223.8693849,6.237,True
2,2013-02-15,3.475,223.9106714,6.237,False
2,2013-02-22,3.597,224.05470319999998,6.237,False
2,2013-03-01,3.7110000000000003,224.198735,6.237,False
2,2013-03-08,3.658,224.3427668,6.237,False
2,2013-03-15,3.622,224.46943900000002,6.237,False
2,2013-03-22,3.611,224.55271209999998,6.237,False
2,2013-03-29,3.6060000000000003,224.6359852,6.237,False
2,2013-04-05,3.583,224.7192583,6.112,False
2,2013-04-12,3.529,224.80253140000002,6.112,False
2,2013-04-19,3.451,224.80253140000002,6.112,False
2,2013-04-26,3.417,224.80253140000002,6.112,False
2,2013-05-03,3.386,,,False
2,2013-05-10,3.392,,,False
2,2013-05-17,3.4539999999999997,,,False
2,2013-05-24,3.4939999999999998,,,False
2,2013-05-31,3.466,,,False
2,2013-06-07,3.4389999999999996,,,False
2,2013-06-14,3.431,,,False
2,2013-06-21,3.4789999999999996,,,False
2,2013-06-28,3.495,,,False
2,2013-07-05,3.4219999999999997,,,False
2,2013-07-12,3.4,,,False
2,2013-07-19,3.556,,,False
2,2013-07-26,3.62,,,False
3,2010-02-05,2.572,214.4248812,7.367999999999999,False
3,2010-02-12,2.548,214.57479159999997,7.367999999999999,True
3,2010-02-19,2.5140000000000002,214.61988680000002,7.367999999999999,False
3,2010-02-26,2.5610000000000004,214.6475127,7.367999999999999,False
3,2010-03-05,2.625,214.6751386,7.367999999999999,False
3,2010-03-12,2.667,214.70276459999997,7.367999999999999,False
3,2010-03-19,2.72,214.5301219,7.367999999999999,False
3,2010-03-26,2.7319999999999998,214.3241011,7.367999999999999,False
3,2010-04-02,2.719,214.11808030000003,7.343,False
3,2010-04-09,2.77,213.91205950000003,7.343,False
3,2010-04-16,2.8080000000000003,213.7726889,7.343,False
3,2010-04-23,2.795,213.72218519999998,7.343,False
3,2010-04-30,2.78,213.6716815,7.343,False
3,2010-05-07,2.835,213.6211778,7.343,False
3,2010-05-14,2.8539999999999996,213.6196139,7.343,False
3,2010-05-21,2.826,213.9116886,7.343,False
3,2010-05-28,2.759,214.2037634,7.343,False
3,2010-06-04,2.705,214.49583819999998,7.343,False
3,2010-06-11,2.668,214.78791299999997,7.343,False
3,2010-06-18,2.637,214.78582590000002,7.343,False
3,2010-06-25,2.653,214.6660741,7.343,False
3,2010-07-02,2.6689999999999996,214.54632220000002,7.346,False
3,2010-07-09,2.642,214.4265704,7.346,False
3,2010-07-16,2.623,214.41764759999998,7.346,False
3,2010-07-23,2.608,214.55649680000005,7.346,False
3,2010-07-30,2.64,214.695346,7.346,False
3,2010-08-06,2.627,214.8341952,7.346,False
3,2010-08-13,2.6919999999999997,214.97304440000002,7.346,False
3,2010-08-20,2.6639999999999997,214.9314191,7.346,False
3,2010-08-27,2.6189999999999998,214.8897938,7.346,False
3,2010-09-03,2.577,214.8481685,7.346,False
3,2010-09-10,2.565,214.8065431,7.346,True
3,2010-09-17,2.582,214.83224840000003,7.346,False
3,2010-09-24,2.6239999999999997,214.90845159999998,7.346,False
3,2010-10-01,2.603,214.9846548,7.564,False
3,2010-10-08,2.633,215.060858,7.564,False
3,2010-10-15,2.72,215.1293114,7.564,False
3,2010-10-22,2.725,215.17838999999998,7.564,False
3,2010-10-29,2.716,215.22746859999998,7.564,False
3,2010-11-05,2.6889999999999996,215.2765472,7.564,False
3,2010-11-12,2.728,215.32562579999998,7.564,False
3,2010-11-19,2.7710000000000004,215.2074519,7.564,False
3,2010-11-26,2.735,215.06140249999999,7.564,True
3,2010-12-03,2.708,214.9153531,7.564,False
3,2010-12-10,2.843,214.7693037,7.564,False
3,2010-12-17,2.8689999999999998,214.704919,7.564,False
3,2010-12-24,2.886,214.70178280000002,7.564,False
3,2010-12-31,2.943,214.6986466,7.564,True
3,2011-01-07,2.9760000000000004,214.69551040000002,7.551,False
3,2011-01-14,2.983,214.74707290000003,7.551,False
3,2011-01-21,3.016,215.1268275,7.551,False
3,2011-01-28,3.01,215.5065821,7.551,False
3,2011-02-04,2.989,215.88633670000002,7.551,False
3,2011-02-11,3.022,216.26609130000003,7.551,True
3,2011-02-18,3.045,216.5843571,7.551,False
3,2011-02-25,3.065,216.8780275,7.551,False
3,2011-03-04,3.2880000000000003,217.17169790000003,7.551,False
3,2011-03-11,3.4589999999999996,217.46536830000002,7.551,False
3,2011-03-18,3.488,217.72352259999997,7.551,False
3,2011-03-25,3.4730000000000003,217.96747050000002,7.551,False
3,2011-04-01,3.5239999999999996,218.21141839999999,7.574,False
3,2011-04-08,3.622,218.4553663,7.574,False
3,2011-04-15,3.7430000000000003,218.6788642,7.574,False
3,2011-04-22,3.807,218.851237,7.574,False
3,2011-04-29,3.81,219.0236099,7.574,False
3,2011-05-06,3.906,219.1959827,7.574,False
3,2011-05-13,3.8989999999999996,219.36835559999997,7.574,False
3,2011-05-20,3.907,219.127216,7.574,False
3,2011-05-27,3.786,218.8860765,7.574,False
3,2011-06-03,3.699,218.6449369,7.574,False
3,2011-06-10,3.648,218.4037974,7.574,False
3,2011-06-17,3.637,218.35517480000001,7.574,False
3,2011-06-24,3.594,218.45094,7.574,False
3,2011-07-01,3.5239999999999996,218.54670519999996,7.567,False
3,2011-07-08,3.48,218.64247039999998,7.567,False
3,2011-07-15,3.575,218.7275216,7.567,False
3,2011-07-22,3.6510000000000002,218.78578810000002,7.567,False
3,2011-07-29,3.682,218.8440545,7.567,False
3,2011-08-05,3.6839999999999997,218.90232090000003,7.567,False
3,2011-08-12,3.638,218.96058730000001,7.567,False
3,2011-08-19,3.554,219.023271,7.567,False
3,2011-08-26,3.523,219.08669080000004,7.567,False
3,2011-09-02,3.533,219.1501106,7.567,False
3,2011-09-09,3.5460000000000003,219.21353050000002,7.567,True
3,2011-09-16,3.5260000000000002,219.3972867,7.567,False
3,2011-09-23,3.467,219.7414914,7.567,False
3,2011-09-30,3.355,220.08569599999998,7.567,False
3,2011-10-07,3.285,220.42990069999996,7.197,False
3,2011-10-14,3.2739999999999996,220.74861669999999,7.197,False
3,2011-10-21,3.353,220.9144005,7.197,False
3,2011-10-28,3.372,221.08018419999996,7.197,False
3,2011-11-04,3.332,221.245968,7.197,False
3,2011-11-11,3.2969999999999997,221.4117517,7.197,False
3,2011-11-18,3.3080000000000003,221.6432852,7.197,False
3,2011-11-25,3.236,221.9011185,7.197,True
3,2011-12-02,3.1719999999999997,222.15895189999998,7.197,False
3,2011-12-09,3.158,222.4167852,7.197,False
3,2011-12-16,3.159,222.6426418,7.197,False
3,2011-12-23,3.112,222.8258628,7.197,False
3,2011-12-30,3.1289999999999996,223.0090839,7.197,True
3,2012-01-06,3.157,223.1923049,6.832999999999999,False
3,2012-01-13,3.261,223.3755259,6.832999999999999,False
3,2012-01-20,3.2680000000000002,223.47005519999996,6.832999999999999,False
3,2012-01-27,3.29,223.56458450000002,6.832999999999999,False
3,2012-02-03,3.36,223.6591137,6.832999999999999,False
3,2012-02-10,3.409,223.753643,6.832999999999999,True
3,2012-02-17,3.51,223.9170153,6.832999999999999,False
3,2012-02-24,3.555,224.1320199,6.832999999999999,False
3,2012-03-02,3.63,224.3470245,6.832999999999999,False
3,2012-03-09,3.6689999999999996,224.56202909999996,6.832999999999999,False
3,2012-03-16,3.734,224.71669530000003,6.832999999999999,False
3,2012-03-23,3.787,224.79091040000003,6.832999999999999,False
3,2012-03-30,3.845,224.8651254,6.832999999999999,False
3,2012-04-06,3.891,224.9393405,6.664,False
3,2012-04-13,3.891,225.0135556,6.664,False
3,2012-04-20,3.877,225.06895409999998,6.664,False
3,2012-04-27,3.8139999999999996,225.1243526,6.664,False
3,2012-05-04,3.7489999999999997,225.1797511,6.664,False
3,2012-05-11,3.688,225.23514959999997,6.664,False
3,2012-05-18,3.63,225.2512024,6.664,False
3,2012-05-25,3.5610000000000004,225.25151680000002,6.664,False
3,2012-06-01,3.5010000000000003,225.25183130000002,6.664,False
3,2012-06-08,3.452,225.25214580000002,6.664,False
3,2012-06-15,3.3930000000000002,225.2644795,6.664,False
3,2012-06-22,3.346,225.30686150000002,6.664,False
3,2012-06-29,3.286,225.3492435,6.664,False
3,2012-07-06,3.227,225.3916254,6.334,False
3,2012-07-13,3.2560000000000002,225.4340074,6.334,False
3,2012-07-20,3.3110000000000004,225.44388270000002,6.334,False
3,2012-07-27,3.407,225.4537579,6.334,False
3,2012-08-03,3.417,225.4636332,6.334,False
3,2012-08-10,3.4939999999999998,225.4735085,6.334,False
3,2012-08-17,3.571,225.55586639999999,6.334,False
3,2012-08-24,3.62,225.6925864,6.334,False
